,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1920,2020-05-15,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1921,2020-05-15,Andhra Pradesh,1192,15.9129,79.74,48,2205
1922,2020-05-15,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1923,2020-05-15,Assam,39,26.2006,92.9376,2,87
1924,2020-05-15,Bihar,411,25.0961,85.3131,7,994
1925,2020-05-15,Chandigarh,37,30.7333,76.7794,3,191
1926,2020-05-15,Chhattisgarh,56,21.2787,81.8661,0,60
1927,2020-05-15,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1928,2020-05-15,Delhi,3045,28.7041,77.1025,115,8470
1929,2020-05-15,Goa,7,15.2993,74.124,0,14
1930,2020-05-15,Gujarat,3753,22.2587,71.1924,586,9591
1931,2020-05-15,Haryana,439,29.0588,76.0856,11,818
1932,2020-05-15,Himachal Pradesh,39,31.1048,77.1734,2,74
1933,2020-05-15,Jammu and Kashmir,485,33.7782,76.5762,11,983
1934,2020-05-15,Jharkhand,87,23.6102,85.2799,3,197
1935,2020-05-15,Karnataka,460,15.3173,75.7139,35,987
1936,2020-05-15,Kerala,491,10.8505,76.2711,4,560
1937,2020-05-15,Ladakh,22,34.2996,78.2932,0,43
1938,2020-05-15,Madhya Pradesh,2171,22.9734,78.6569,237,4426
1939,2020-05-15,Maharashtra,6059,19.7515,75.7139,1019,27524
1940,2020-05-15,Manipur,2,24.6637,93.9063,0,3
1941,2020-05-15,Meghalaya,11,25.467,91.3662,1,13
1942,2020-05-15,Mizoram,1,23.1645,92.9376,0,1
1943,2020-05-15,Odisha,158,20.9517,85.0985,3,611
1944,2020-05-15,Puducherry,9,11.9416,79.8083,1,13
1945,2020-05-15,Punjab,223,31.1471,75.3412,32,1935
1946,2020-05-15,Rajasthan,2580,27.0238,74.2179,125,4534
1947,2020-05-15,Tamil Nadu,2240,11.1271,78.6569,66,9674
1948,2020-05-15,Telengana,950,18.1124,79.0193,34,1414
1949,2020-05-15,Tripura,29,23.9408,91.9882,0,156
1950,2020-05-15,Uttar Pradesh,2072,26.8467,80.9462,88,3902
1951,2020-05-15,Uttarakhand,50,30.0668,79.0193,1,78
1952,2020-05-15,West Bengal,768,22.9868,87.855,215,2377
