,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1559,2020-05-04,Andaman and Nicobar Islands,32,11.7401,92.6586,0,33
1560,2020-05-04,Andhra Pradesh,488,15.9129,79.74,33,1583
1561,2020-05-04,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1562,2020-05-04,Assam,32,26.2006,92.9376,1,43
1563,2020-05-04,Bihar,125,25.0961,85.3131,4,503
1564,2020-05-04,Chandigarh,19,30.7333,76.7794,0,94
1565,2020-05-04,Chhattisgarh,36,21.2787,81.8661,0,57
1566,2020-05-04,Delhi,1362,28.7041,77.1025,64,4549
1567,2020-05-04,Goa,7,15.2993,74.124,0,7
1568,2020-05-04,Gujarat,1042,22.2587,71.1924,290,5428
1569,2020-05-04,Haryana,245,29.0588,76.0856,5,442
1570,2020-05-04,Himachal Pradesh,34,31.1048,77.1734,1,40
1571,2020-05-04,Jammu and Kashmir,287,33.7782,76.5762,8,701
1572,2020-05-04,Jharkhand,22,23.6102,85.2799,3,115
1573,2020-05-04,Karnataka,293,15.3173,75.7139,25,614
1574,2020-05-04,Kerala,401,10.8505,76.2711,4,500
1575,2020-05-04,Ladakh,17,34.2996,78.2932,0,41
1576,2020-05-04,Madhya Pradesh,798,22.9734,78.6569,156,2846
1577,2020-05-04,Maharashtra,2115,19.7515,75.7139,548,12974
1578,2020-05-04,Manipur,2,24.6637,93.9063,0,2
1579,2020-05-04,Meghalaya,0,25.467,91.3662,1,12
1580,2020-05-04,Mizoram,0,23.1645,92.9376,0,1
1581,2020-05-04,Odisha,56,20.9517,85.0985,1,162
1582,2020-05-04,Puducherry,5,11.9416,79.8083,0,8
1583,2020-05-04,Punjab,117,31.1471,75.3412,21,1102
1584,2020-05-04,Rajasthan,1356,27.0238,74.2179,71,2886
1585,2020-05-04,Tamil Nadu,1379,11.1271,78.6569,30,3023
1586,2020-05-04,Telengana,490,18.1124,79.0193,29,1082
1587,2020-05-04,Tripura,2,23.9408,91.9882,0,16
1588,2020-05-04,Uttar Pradesh,754,26.8467,80.9462,43,2645
1589,2020-05-04,Uttarakhand,39,30.0668,79.0193,0,60
1590,2020-05-04,West Bengal,151,22.9868,87.855,35,963
