,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1303,2020-04-26,Andaman and Nicobar Islands,11,11.7401,92.6586,0,33
1304,2020-04-26,Andhra Pradesh,171,15.9129,79.74,31,1061
1305,2020-04-26,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1306,2020-04-26,Assam,19,26.2006,92.9376,1,36
1307,2020-04-26,Bihar,46,25.0961,85.3131,2,243
1308,2020-04-26,Chandigarh,15,30.7333,76.7794,0,28
1309,2020-04-26,Chhattisgarh,32,21.2787,81.8661,0,37
1310,2020-04-26,Delhi,869,28.7041,77.1025,54,2625
1311,2020-04-26,Goa,7,15.2993,74.124,0,7
1312,2020-04-26,Gujarat,282,22.2587,71.1924,133,3071
1313,2020-04-26,Haryana,176,29.0588,76.0856,3,289
1314,2020-04-26,Himachal Pradesh,22,31.1048,77.1734,1,40
1315,2020-04-26,Jammu and Kashmir,112,33.7782,76.5762,6,494
1316,2020-04-26,Jharkhand,13,23.6102,85.2799,3,67
1317,2020-04-26,Karnataka,158,15.3173,75.7139,18,500
1318,2020-04-26,Kerala,338,10.8505,76.2711,4,457
1319,2020-04-26,Ladakh,14,34.2996,78.2932,0,20
1320,2020-04-26,Madhya Pradesh,210,22.9734,78.6569,99,2096
1321,2020-04-26,Maharashtra,1076,19.7515,75.7139,323,7628
1322,2020-04-26,Manipur,2,24.6637,93.9063,0,2
1323,2020-04-26,Meghalaya,0,25.467,91.3662,1,12
1324,2020-04-26,Mizoram,0,23.1645,92.9376,0,1
1325,2020-04-26,Odisha,33,20.9517,85.0985,1,94
1326,2020-04-26,Puducherry,3,11.9416,79.8083,0,7
1327,2020-04-26,Punjab,67,31.1471,75.3412,17,298
1328,2020-04-26,Rajasthan,493,27.0238,74.2179,33,2083
1329,2020-04-26,Tamil Nadu,960,11.1271,78.6569,23,1821
1330,2020-04-26,Telengana,280,18.1124,79.0193,26,991
1331,2020-04-26,Tripura,2,23.9408,91.9882,0,2
1332,2020-04-26,Uttar Pradesh,289,26.8467,80.9462,29,1843
1333,2020-04-26,Uttarakhand,26,30.0668,79.0193,0,48
1334,2020-04-26,West Bengal,105,22.9868,87.855,18,611
