,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1079,2020-04-19,Andaman and Nicobar Islands,11,11.7401,92.6586,0,14
1080,2020-04-19,Andhra Pradesh,42,15.9129,79.74,15,603
1081,2020-04-19,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
1082,2020-04-19,Assam,12,26.2006,92.9376,1,35
1083,2020-04-19,Bihar,37,25.0961,85.3131,2,86
1084,2020-04-19,Chandigarh,10,30.7333,76.7794,0,23
1085,2020-04-19,Chhattisgarh,24,21.2787,81.8661,0,36
1086,2020-04-19,Delhi,72,28.7041,77.1025,42,1893
1087,2020-04-19,Goa,6,15.2993,74.124,0,7
1088,2020-04-19,Gujarat,93,22.2587,71.1924,53,1376
1089,2020-04-19,Haryana,43,29.0588,76.0856,3,225
1090,2020-04-19,Himachal Pradesh,16,31.1048,77.1734,1,39
1091,2020-04-19,Jammu and Kashmir,51,33.7782,76.5762,5,341
1092,2020-04-19,Jharkhand,0,23.6102,85.2799,2,34
1093,2020-04-19,Karnataka,104,15.3173,75.7139,14,384
1094,2020-04-19,Kerala,257,10.8505,76.2711,3,400
1095,2020-04-19,Ladakh,14,34.2996,78.2932,0,18
1096,2020-04-19,Madhya Pradesh,127,22.9734,78.6569,70,1407
1097,2020-04-19,Maharashtra,365,19.7515,75.7139,211,3651
1098,2020-04-19,Manipur,1,24.6637,93.9063,0,2
1099,2020-04-19,Meghalaya,0,25.467,91.3662,1,11
1100,2020-04-19,Mizoram,0,23.1645,92.9376,0,1
1101,2020-04-19,Odisha,24,20.9517,85.0985,1,61
1102,2020-04-19,Puducherry,3,11.9416,79.8083,0,7
1103,2020-04-19,Punjab,27,31.1471,75.3412,13,202
1104,2020-04-19,Rajasthan,183,27.0238,74.2179,11,1351
1105,2020-04-19,Tamil Nadu,365,11.1271,78.6569,15,1372
1106,2020-04-19,Telengana,186,18.1124,79.0193,18,809
1107,2020-04-19,Tripura,1,23.9408,91.9882,0,2
1108,2020-04-19,Uttar Pradesh,86,26.8467,80.9462,14,969
1109,2020-04-19,Uttarakhand,9,30.0668,79.0193,0,42
1110,2020-04-19,West Bengal,62,22.9868,87.855,12,310
