,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1143,2020-04-21,Andaman and Nicobar Islands,11,11.7401,92.6586,0,16
1144,2020-04-21,Andhra Pradesh,92,15.9129,79.74,20,722
1145,2020-04-21,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
1146,2020-04-21,Assam,19,26.2006,92.9376,1,35
1147,2020-04-21,Bihar,42,25.0961,85.3131,2,113
1148,2020-04-21,Chandigarh,13,30.7333,76.7794,0,26
1149,2020-04-21,Chhattisgarh,25,21.2787,81.8661,0,36
1150,2020-04-21,Delhi,431,28.7041,77.1025,47,2081
1151,2020-04-21,Goa,7,15.2993,74.124,0,7
1152,2020-04-21,Gujarat,131,22.2587,71.1924,71,1939
1153,2020-04-21,Haryana,127,29.0588,76.0856,3,254
1154,2020-04-21,Himachal Pradesh,16,31.1048,77.1734,1,39
1155,2020-04-21,Jammu and Kashmir,71,33.7782,76.5762,5,368
1156,2020-04-21,Jharkhand,0,23.6102,85.2799,2,46
1157,2020-04-21,Karnataka,112,15.3173,75.7139,16,408
1158,2020-04-21,Kerala,291,10.8505,76.2711,3,408
1159,2020-04-21,Ladakh,14,34.2996,78.2932,0,18
1160,2020-04-21,Madhya Pradesh,127,22.9734,78.6569,74,1485
1161,2020-04-21,Maharashtra,572,19.7515,75.7139,232,4666
1162,2020-04-21,Manipur,2,24.6637,93.9063,0,2
1163,2020-04-21,Meghalaya,0,25.467,91.3662,1,11
1164,2020-04-21,Mizoram,0,23.1645,92.9376,0,1
1165,2020-04-21,Odisha,24,20.9517,85.0985,1,74
1166,2020-04-21,Puducherry,3,11.9416,79.8083,0,7
1167,2020-04-21,Punjab,38,31.1471,75.3412,16,245
1168,2020-04-21,Rajasthan,205,27.0238,74.2179,25,1576
1169,2020-04-21,Tamil Nadu,457,11.1271,78.6569,17,1520
1170,2020-04-21,Telengana,190,18.1124,79.0193,23,873
1171,2020-04-21,Tripura,1,23.9408,91.9882,0,2
1172,2020-04-21,Uttar Pradesh,140,26.8467,80.9462,18,1184
1173,2020-04-21,Uttarakhand,18,30.0668,79.0193,0,46
1174,2020-04-21,West Bengal,73,22.9868,87.855,12,392
