,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1854,2020-05-13,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1855,2020-05-13,Andhra Pradesh,1056,15.9129,79.74,46,2090
1856,2020-05-13,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1857,2020-05-13,Assam,39,26.2006,92.9376,2,65
1858,2020-05-13,Bihar,383,25.0961,85.3131,6,831
1859,2020-05-13,Chandigarh,28,30.7333,76.7794,3,187
1860,2020-05-13,Chhattisgarh,54,21.2787,81.8661,0,59
1861,2020-05-13,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1862,2020-05-13,Delhi,2512,28.7041,77.1025,86,7639
1863,2020-05-13,Goa,7,15.2993,74.124,0,7
1864,2020-05-13,Gujarat,3246,22.2587,71.1924,537,8903
1865,2020-05-13,Haryana,342,29.0588,76.0856,11,780
1866,2020-05-13,Himachal Pradesh,39,31.1048,77.1734,2,65
1867,2020-05-13,Jammu and Kashmir,455,33.7782,76.5762,10,934
1868,2020-05-13,Jharkhand,79,23.6102,85.2799,3,172
1869,2020-05-13,Karnataka,433,15.3173,75.7139,31,925
1870,2020-05-13,Kerala,489,10.8505,76.2711,4,524
1871,2020-05-13,Ladakh,21,34.2996,78.2932,0,42
1872,2020-05-13,Madhya Pradesh,1860,22.9734,78.6569,225,3986
1873,2020-05-13,Maharashtra,5125,19.7515,75.7139,921,24427
1874,2020-05-13,Manipur,2,24.6637,93.9063,0,2
1875,2020-05-13,Meghalaya,10,25.467,91.3662,1,13
1876,2020-05-13,Mizoram,1,23.1645,92.9376,0,1
1877,2020-05-13,Odisha,116,20.9517,85.0985,3,437
1878,2020-05-13,Puducherry,9,11.9416,79.8083,1,13
1879,2020-05-13,Punjab,171,31.1471,75.3412,32,1914
1880,2020-05-13,Rajasthan,2378,27.0238,74.2179,117,4126
1881,2020-05-13,Tamil Nadu,2134,11.1271,78.6569,61,8718
1882,2020-05-13,Telengana,830,18.1124,79.0193,32,1326
1883,2020-05-13,Tripura,2,23.9408,91.9882,0,154
1884,2020-05-13,Uttar Pradesh,1873,26.8467,80.9462,82,3664
1885,2020-05-13,Uttarakhand,46,30.0668,79.0193,1,69
1886,2020-05-13,West Bengal,612,22.9868,87.855,198,2173
