,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1986,2020-05-17,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1987,2020-05-17,Andhra Pradesh,1353,15.9129,79.74,49,2355
1988,2020-05-17,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1989,2020-05-17,Assam,41,26.2006,92.9376,2,92
1990,2020-05-17,Bihar,453,25.0961,85.3131,7,1179
1991,2020-05-17,Chandigarh,51,30.7333,76.7794,3,191
1992,2020-05-17,Chhattisgarh,56,21.2787,81.8661,0,67
1993,2020-05-17,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1994,2020-05-17,Delhi,3926,28.7041,77.1025,129,9333
1995,2020-05-17,Goa,7,15.2993,74.124,0,17
1996,2020-05-17,Gujarat,4308,22.2587,71.1924,625,10988
1997,2020-05-17,Haryana,514,29.0588,76.0856,13,887
1998,2020-05-17,Himachal Pradesh,43,31.1048,77.1734,3,78
1999,2020-05-17,Jammu and Kashmir,542,33.7782,76.5762,12,1121
2000,2020-05-17,Jharkhand,113,23.6102,85.2799,3,217
2001,2020-05-17,Karnataka,496,15.3173,75.7139,36,1092
2002,2020-05-17,Kerala,495,10.8505,76.2711,4,587
2003,2020-05-17,Ladakh,22,34.2996,78.2932,0,43
2004,2020-05-17,Madhya Pradesh,2315,22.9734,78.6569,243,4789
2005,2020-05-17,Maharashtra,7088,19.7515,75.7139,1135,30706
2006,2020-05-17,Manipur,2,24.6637,93.9063,0,7
2007,2020-05-17,Meghalaya,11,25.467,91.3662,1,13
2008,2020-05-17,Mizoram,1,23.1645,92.9376,0,1
2009,2020-05-17,Odisha,196,20.9517,85.0985,3,737
2010,2020-05-17,Puducherry,9,11.9416,79.8083,1,13
2011,2020-05-17,Punjab,1257,31.1471,75.3412,32,1946
2012,2020-05-17,Rajasthan,2839,27.0238,74.2179,126,4960
2013,2020-05-17,Tamil Nadu,3538,11.1271,78.6569,74,10585
2014,2020-05-17,Telengana,971,18.1124,79.0193,34,1509
2015,2020-05-17,Tripura,64,23.9408,91.9882,0,167
2016,2020-05-17,Uttar Pradesh,2441,26.8467,80.9462,104,4258
2017,2020-05-17,Uttarakhand,51,30.0668,79.0193,1,88
2018,2020-05-17,West Bengal,872,22.9868,87.855,232,2576
