,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1335,2020-04-27,Andaman and Nicobar Islands,11,11.7401,92.6586,0,33
1336,2020-04-27,Andhra Pradesh,231,15.9129,79.74,31,1097
1337,2020-04-27,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1338,2020-04-27,Assam,27,26.2006,92.9376,1,36
1339,2020-04-27,Bihar,56,25.0961,85.3131,2,274
1340,2020-04-27,Chandigarh,17,30.7333,76.7794,0,30
1341,2020-04-27,Chhattisgarh,32,21.2787,81.8661,0,37
1342,2020-04-27,Delhi,877,28.7041,77.1025,54,2918
1343,2020-04-27,Goa,7,15.2993,74.124,0,7
1344,2020-04-27,Gujarat,313,22.2587,71.1924,151,3301
1345,2020-04-27,Haryana,176,29.0588,76.0856,3,289
1346,2020-04-27,Himachal Pradesh,22,31.1048,77.1734,1,40
1347,2020-04-27,Jammu and Kashmir,137,33.7782,76.5762,6,523
1348,2020-04-27,Jharkhand,13,23.6102,85.2799,3,82
1349,2020-04-27,Karnataka,182,15.3173,75.7139,19,503
1350,2020-04-27,Kerala,338,10.8505,76.2711,4,458
1351,2020-04-27,Ladakh,14,34.2996,78.2932,0,20
1352,2020-04-27,Madhya Pradesh,302,22.9734,78.6569,103,2096
1353,2020-04-27,Maharashtra,1076,19.7515,75.7139,342,8068
1354,2020-04-27,Manipur,2,24.6637,93.9063,0,2
1355,2020-04-27,Meghalaya,0,25.467,91.3662,1,12
1356,2020-04-27,Mizoram,0,23.1645,92.9376,0,1
1357,2020-04-27,Odisha,35,20.9517,85.0985,1,103
1358,2020-04-27,Puducherry,3,11.9416,79.8083,0,7
1359,2020-04-27,Punjab,71,31.1471,75.3412,18,313
1360,2020-04-27,Rajasthan,518,27.0238,74.2179,33,2185
1361,2020-04-27,Tamil Nadu,1020,11.1271,78.6569,24,1885
1362,2020-04-27,Telengana,280,18.1124,79.0193,26,1002
1363,2020-04-27,Tripura,2,23.9408,91.9882,0,2
1364,2020-04-27,Uttar Pradesh,289,26.8467,80.9462,29,1868
1365,2020-04-27,Uttarakhand,28,30.0668,79.0193,0,50
1366,2020-04-27,West Bengal,105,22.9868,87.855,20,649
