,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1271,2020-04-25,Andaman and Nicobar Islands,11,11.7401,92.6586,0,27
1272,2020-04-25,Andhra Pradesh,145,15.9129,79.74,29,955
1273,2020-04-25,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1274,2020-04-25,Assam,19,26.2006,92.9376,1,36
1275,2020-04-25,Bihar,46,25.0961,85.3131,2,223
1276,2020-04-25,Chandigarh,14,30.7333,76.7794,0,27
1277,2020-04-25,Chhattisgarh,30,21.2787,81.8661,0,36
1278,2020-04-25,Delhi,857,28.7041,77.1025,53,2514
1279,2020-04-25,Goa,7,15.2993,74.124,0,7
1280,2020-04-25,Gujarat,265,22.2587,71.1924,127,2815
1281,2020-04-25,Haryana,156,29.0588,76.0856,3,272
1282,2020-04-25,Himachal Pradesh,18,31.1048,77.1734,1,40
1283,2020-04-25,Jammu and Kashmir,109,33.7782,76.5762,5,454
1284,2020-04-25,Jharkhand,8,23.6102,85.2799,3,57
1285,2020-04-25,Karnataka,152,15.3173,75.7139,18,474
1286,2020-04-25,Kerala,331,10.8505,76.2711,3,450
1287,2020-04-25,Ladakh,14,34.2996,78.2932,0,20
1288,2020-04-25,Madhya Pradesh,210,22.9734,78.6569,92,1852
1289,2020-04-25,Maharashtra,840,19.7515,75.7139,301,6817
1290,2020-04-25,Manipur,2,24.6637,93.9063,0,2
1291,2020-04-25,Meghalaya,0,25.467,91.3662,1,12
1292,2020-04-25,Mizoram,0,23.1645,92.9376,0,1
1293,2020-04-25,Odisha,33,20.9517,85.0985,1,94
1294,2020-04-25,Puducherry,3,11.9416,79.8083,0,7
1295,2020-04-25,Punjab,67,31.1471,75.3412,17,298
1296,2020-04-25,Rajasthan,230,27.0238,74.2179,27,2034
1297,2020-04-25,Tamil Nadu,866,11.1271,78.6569,22,1755
1298,2020-04-25,Telengana,253,18.1124,79.0193,26,984
1299,2020-04-25,Tripura,1,23.9408,91.9882,0,2
1300,2020-04-25,Uttar Pradesh,247,26.8467,80.9462,25,1621
1301,2020-04-25,Uttarakhand,25,30.0668,79.0193,0,48
1302,2020-04-25,West Bengal,103,22.9868,87.855,18,571
