,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
888,2020-04-13,Andaman and Nicobar Islands,10,11.7401,92.6586,0,11
889,2020-04-13,Andhra Pradesh,11,15.9129,79.74,7,427
890,2020-04-13,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
891,2020-04-13,Assam,0,26.2006,92.9376,1,29
892,2020-04-13,Bihar,19,25.0961,85.3131,1,64
893,2020-04-13,Chandigarh,7,30.7333,76.7794,0,21
894,2020-04-13,Chhattisgarh,10,21.2787,81.8661,0,31
895,2020-04-13,Delhi,27,28.7041,77.1025,24,1154
896,2020-04-13,Goa,5,15.2993,74.124,0,7
897,2020-04-13,Gujarat,44,22.2587,71.1924,25,516
898,2020-04-13,Haryana,29,29.0588,76.0856,3,185
899,2020-04-13,Himachal Pradesh,13,31.1048,77.1734,1,32
900,2020-04-13,Jammu and Kashmir,6,33.7782,76.5762,4,245
901,2020-04-13,Jharkhand,0,23.6102,85.2799,2,19
902,2020-04-13,Karnataka,57,15.3173,75.7139,6,232
903,2020-04-13,Kerala,179,10.8505,76.2711,2,376
904,2020-04-13,Ladakh,10,34.2996,78.2932,0,15
905,2020-04-13,Madhya Pradesh,0,22.9734,78.6569,36,564
906,2020-04-13,Maharashtra,217,19.7515,75.7139,149,1985
907,2020-04-13,Manipur,1,24.6637,93.9063,0,2
908,2020-04-13,Mizoram,0,23.1645,92.9376,0,1
909,2020-04-13,Odisha,12,20.9517,85.0985,1,54
910,2020-04-13,Puducherry,1,11.9416,79.8083,0,7
911,2020-04-13,Punjab,5,31.1471,75.3412,11,151
912,2020-04-13,Rajasthan,21,27.0238,74.2179,3,804
913,2020-04-13,Tamil Nadu,50,11.1271,78.6569,11,1043
914,2020-04-13,Telengana,43,18.1124,79.0193,9,504
915,2020-04-13,Tripura,0,23.9408,91.9882,0,2
916,2020-04-13,Uttar Pradesh,46,26.8467,80.9462,5,483
917,2020-04-13,Uttarakhand,5,30.0668,79.0193,0,35
918,2020-04-13,West Bengal,29,22.9868,87.855,7,152
