,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1656,2020-05-07,Andaman and Nicobar Islands,32,11.7401,92.6586,0,33
1657,2020-05-07,Andhra Pradesh,729,15.9129,79.74,36,1777
1658,2020-05-07,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1659,2020-05-07,Assam,32,26.2006,92.9376,1,45
1660,2020-05-07,Bihar,188,25.0961,85.3131,4,542
1661,2020-05-07,Chandigarh,21,30.7333,76.7794,1,120
1662,2020-05-07,Chhattisgarh,36,21.2787,81.8661,0,59
1663,2020-05-07,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1664,2020-05-07,Delhi,1542,28.7041,77.1025,65,5532
1665,2020-05-07,Goa,7,15.2993,74.124,0,7
1666,2020-05-07,Gujarat,1500,22.2587,71.1924,396,6625
1667,2020-05-07,Haryana,260,29.0588,76.0856,7,594
1668,2020-05-07,Himachal Pradesh,38,31.1048,77.1734,2,45
1669,2020-05-07,Jammu and Kashmir,322,33.7782,76.5762,8,775
1670,2020-05-07,Jharkhand,37,23.6102,85.2799,3,127
1671,2020-05-07,Karnataka,354,15.3173,75.7139,29,693
1672,2020-05-07,Kerala,469,10.8505,76.2711,4,503
1673,2020-05-07,Ladakh,17,34.2996,78.2932,0,41
1674,2020-05-07,Madhya Pradesh,1099,22.9734,78.6569,185,3138
1675,2020-05-07,Maharashtra,3094,19.7515,75.7139,651,16758
1676,2020-05-07,Manipur,2,24.6637,93.9063,0,2
1677,2020-05-07,Meghalaya,10,25.467,91.3662,1,12
1678,2020-05-07,Mizoram,0,23.1645,92.9376,0,1
1679,2020-05-07,Odisha,61,20.9517,85.0985,2,185
1680,2020-05-07,Puducherry,6,11.9416,79.8083,0,9
1681,2020-05-07,Punjab,135,31.1471,75.3412,27,1516
1682,2020-05-07,Rajasthan,1596,27.0238,74.2179,92,3317
1683,2020-05-07,Tamil Nadu,1516,11.1271,78.6569,35,4829
1684,2020-05-07,Telengana,628,18.1124,79.0193,29,1107
1685,2020-05-07,Tripura,2,23.9408,91.9882,0,43
1686,2020-05-07,Uttar Pradesh,1130,26.8467,80.9462,60,2998
1687,2020-05-07,Uttarakhand,39,30.0668,79.0193,1,61
1688,2020-05-07,West Bengal,364,22.9868,87.855,144,1456
