,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
445,2020-03-29,Andaman and Nicobar Islands,0,11.7401,92.6586,0,9
446,2020-03-29,Andhra Pradesh,1,15.9129,79.74,0,14
447,2020-03-29,Bihar,0,25.0961,85.3131,1,9
448,2020-03-29,Chandigarh,0,30.7333,76.7794,0,8
449,2020-03-29,Chhattisgarh,0,21.2787,81.8661,0,6
450,2020-03-29,Delhi,6,28.7041,77.1025,2,39
451,2020-03-29,Goa,0,15.2993,74.124,0,3
452,2020-03-29,Gujarat,0,22.2587,71.1924,4,53
453,2020-03-29,Haryana,12,29.0588,76.0856,0,33
454,2020-03-29,Himachal Pradesh,0,31.1048,77.1734,1,3
455,2020-03-29,Jammu and Kashmir,1,33.7782,76.5762,1,31
456,2020-03-29,Karnataka,5,15.3173,75.7139,3,76
457,2020-03-29,Kerala,15,10.8505,76.2711,1,182
458,2020-03-29,Ladakh,3,34.2996,78.2932,0,13
459,2020-03-29,Madhya Pradesh,0,22.9734,78.6569,2,30
460,2020-03-29,Maharashtra,25,19.7515,75.7139,6,186
461,2020-03-29,Manipur,0,24.6637,93.9063,0,1
462,2020-03-29,Mizoram,0,23.1645,92.9376,0,1
463,2020-03-29,Odisha,0,20.9517,85.0985,0,3
464,2020-03-29,Puducherry,0,11.9416,79.8083,0,1
465,2020-03-29,Punjab,1,31.1471,75.3412,1,38
466,2020-03-29,Rajasthan,3,27.0238,74.2179,0,54
467,2020-03-29,Tamil Nadu,2,11.1271,78.6569,1,42
468,2020-03-29,Telengana,1,18.1124,79.0193,1,66
469,2020-03-29,Uttar Pradesh,11,26.8467,80.9462,0,55
470,2020-03-29,Uttarakhand,1,30.0668,79.0193,0,6
471,2020-03-29,West Bengal,0,22.9868,87.855,1,18
