,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1722,2020-05-09,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1723,2020-05-09,Andhra Pradesh,842,15.9129,79.74,41,1887
1724,2020-05-09,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1725,2020-05-09,Assam,34,26.2006,92.9376,1,59
1726,2020-05-09,Bihar,297,25.0961,85.3131,5,571
1727,2020-05-09,Chandigarh,21,30.7333,76.7794,1,150
1728,2020-05-09,Chhattisgarh,38,21.2787,81.8661,0,59
1729,2020-05-09,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1730,2020-05-09,Delhi,2020,28.7041,77.1025,68,6318
1731,2020-05-09,Goa,7,15.2993,74.124,0,7
1732,2020-05-09,Gujarat,1872,22.2587,71.1924,449,7402
1733,2020-05-09,Haryana,279,29.0588,76.0856,8,647
1734,2020-05-09,Himachal Pradesh,38,31.1048,77.1734,2,50
1735,2020-05-09,Jammu and Kashmir,364,33.7782,76.5762,9,823
1736,2020-05-09,Jharkhand,52,23.6102,85.2799,3,132
1737,2020-05-09,Karnataka,376,15.3173,75.7139,30,753
1738,2020-05-09,Kerala,484,10.8505,76.2711,4,503
1739,2020-05-09,Ladakh,17,34.2996,78.2932,0,42
1740,2020-05-09,Madhya Pradesh,1349,22.9734,78.6569,200,3341
1741,2020-05-09,Maharashtra,3470,19.7515,75.7139,731,19063
1742,2020-05-09,Manipur,2,24.6637,93.9063,0,2
1743,2020-05-09,Meghalaya,10,25.467,91.3662,1,12
1744,2020-05-09,Mizoram,0,23.1645,92.9376,0,1
1745,2020-05-09,Odisha,63,20.9517,85.0985,2,271
1746,2020-05-09,Puducherry,6,11.9416,79.8083,0,9
1747,2020-05-09,Punjab,152,31.1471,75.3412,29,1731
1748,2020-05-09,Rajasthan,1916,27.0238,74.2179,101,3579
1749,2020-05-09,Tamil Nadu,1605,11.1271,78.6569,40,6009
1750,2020-05-09,Telengana,700,18.1124,79.0193,29,1133
1751,2020-05-09,Tripura,2,23.9408,91.9882,0,118
1752,2020-05-09,Uttar Pradesh,1387,26.8467,80.9462,66,3214
1753,2020-05-09,Uttarakhand,46,30.0668,79.0193,1,63
1754,2020-05-09,West Bengal,364,22.9868,87.855,160,1678
