,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
612,2020-04-04,Andaman and Nicobar Islands,0,11.7401,92.6586,0,10
613,2020-04-04,Andhra Pradesh,1,15.9129,79.74,1,161
614,2020-04-04,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
615,2020-04-04,Assam,0,26.2006,92.9376,0,24
616,2020-04-04,Bihar,0,25.0961,85.3131,1,29
617,2020-04-04,Chandigarh,0,30.7333,76.7794,0,18
618,2020-04-04,Chhattisgarh,3,21.2787,81.8661,0,9
619,2020-04-04,Delhi,8,28.7041,77.1025,6,386
620,2020-04-04,Goa,0,15.2993,74.124,0,6
621,2020-04-04,Gujarat,10,22.2587,71.1924,9,95
622,2020-04-04,Haryana,24,29.0588,76.0856,0,49
623,2020-04-04,Himachal Pradesh,1,31.1048,77.1734,1,6
624,2020-04-04,Jammu and Kashmir,3,33.7782,76.5762,2,75
625,2020-04-04,Jharkhand,0,23.6102,85.2799,0,2
626,2020-04-04,Karnataka,12,15.3173,75.7139,3,128
627,2020-04-04,Kerala,41,10.8505,76.2711,2,295
628,2020-04-04,Ladakh,3,34.2996,78.2932,0,14
629,2020-04-04,Madhya Pradesh,0,22.9734,78.6569,6,104
630,2020-04-04,Maharashtra,42,19.7515,75.7139,19,423
631,2020-04-04,Manipur,0,24.6637,93.9063,0,2
632,2020-04-04,Mizoram,0,23.1645,92.9376,0,1
633,2020-04-04,Odisha,0,20.9517,85.0985,0,5
634,2020-04-04,Puducherry,1,11.9416,79.8083,0,5
635,2020-04-04,Punjab,1,31.1471,75.3412,5,53
636,2020-04-04,Rajasthan,3,27.0238,74.2179,0,179
637,2020-04-04,Tamil Nadu,6,11.1271,78.6569,1,411
638,2020-04-04,Telengana,1,18.1124,79.0193,7,158
639,2020-04-04,Uttar Pradesh,19,26.8467,80.9462,2,174
640,2020-04-04,Uttarakhand,2,30.0668,79.0193,0,16
641,2020-04-04,West Bengal,3,22.9868,87.855,3,69
