,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
292,2020-03-23,Andhra Pradesh,0,15.9129,79.74,0,7
293,2020-03-23,Bihar,0,25.0961,85.3131,1,2
294,2020-03-23,Chandigarh,0,30.7333,76.7794,0,6
295,2020-03-23,Chhattisgarh,0,21.2787,81.8661,0,1
296,2020-03-23,Delhi,5,28.7041,77.1025,1,29
297,2020-03-23,Gujarat,0,22.2587,71.1924,1,29
298,2020-03-23,Haryana,11,29.0588,76.0856,0,26
299,2020-03-23,Himachal Pradesh,0,31.1048,77.1734,0,2
300,2020-03-23,Jammu and Kashmir,0,33.7782,76.5762,0,4
301,2020-03-23,Karnataka,2,15.3173,75.7139,1,33
302,2020-03-23,Kerala,3,10.8505,76.2711,0,67
303,2020-03-23,Ladakh,0,34.2996,78.2932,0,13
304,2020-03-23,Madhya Pradesh,0,22.9734,78.6569,0,6
305,2020-03-23,Maharashtra,0,19.7515,75.7139,2,74
306,2020-03-23,Odisha,0,20.9517,85.0985,0,2
307,2020-03-23,Puducherry,0,11.9416,79.8083,0,1
308,2020-03-23,Punjab,0,31.1471,75.3412,1,21
309,2020-03-23,Rajasthan,3,27.0238,74.2179,0,28
310,2020-03-23,Tamil Nadu,1,11.1271,78.6569,0,9
311,2020-03-23,Telengana,1,18.1124,79.0193,0,32
312,2020-03-23,Uttar Pradesh,9,26.8467,80.9462,0,31
313,2020-03-23,Uttarakhand,0,30.0668,79.0193,0,3
314,2020-03-23,West Bengal,0,22.9868,87.855,1,7
