,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1463,2020-05-01,Andaman and Nicobar Islands,16,11.7401,92.6586,0,33
1464,2020-05-01,Andhra Pradesh,321,15.9129,79.74,31,1403
1465,2020-05-01,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1466,2020-05-01,Assam,29,26.2006,92.9376,1,42
1467,2020-05-01,Bihar,82,25.0961,85.3131,2,418
1468,2020-05-01,Chandigarh,17,30.7333,76.7794,0,56
1469,2020-05-01,Chhattisgarh,36,21.2787,81.8661,0,40
1470,2020-05-01,Delhi,1094,28.7041,77.1025,59,3515
1471,2020-05-01,Goa,7,15.2993,74.124,0,7
1472,2020-05-01,Gujarat,613,22.2587,71.1924,214,4395
1473,2020-05-01,Haryana,209,29.0588,76.0856,3,313
1474,2020-05-01,Himachal Pradesh,28,31.1048,77.1734,1,40
1475,2020-05-01,Jammu and Kashmir,216,33.7782,76.5762,8,614
1476,2020-05-01,Jharkhand,20,23.6102,85.2799,3,109
1477,2020-05-01,Karnataka,229,15.3173,75.7139,21,565
1478,2020-05-01,Kerala,383,10.8505,76.2711,4,497
1479,2020-05-01,Ladakh,16,34.2996,78.2932,0,22
1480,2020-05-01,Madhya Pradesh,482,22.9734,78.6569,137,2660
1481,2020-05-01,Maharashtra,1773,19.7515,75.7139,459,10498
1482,2020-05-01,Manipur,2,24.6637,93.9063,0,2
1483,2020-05-01,Meghalaya,0,25.467,91.3662,1,12
1484,2020-05-01,Mizoram,0,23.1645,92.9376,0,1
1485,2020-05-01,Odisha,39,20.9517,85.0985,1,142
1486,2020-05-01,Puducherry,5,11.9416,79.8083,0,8
1487,2020-05-01,Punjab,90,31.1471,75.3412,19,357
1488,2020-05-01,Rajasthan,836,27.0238,74.2179,58,2584
1489,2020-05-01,Tamil Nadu,1258,11.1271,78.6569,27,2323
1490,2020-05-01,Telengana,397,18.1124,79.0193,26,1038
1491,2020-05-01,Tripura,2,23.9408,91.9882,0,2
1492,2020-05-01,Uttar Pradesh,513,26.8467,80.9462,39,2203
1493,2020-05-01,Uttarakhand,36,30.0668,79.0193,0,57
1494,2020-05-01,West Bengal,139,22.9868,87.855,33,795
