,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1111,2020-04-20,Andaman and Nicobar Islands,11,11.7401,92.6586,0,15
1112,2020-04-20,Andhra Pradesh,42,15.9129,79.74,15,646
1113,2020-04-20,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
1114,2020-04-20,Assam,17,26.2006,92.9376,1,35
1115,2020-04-20,Bihar,42,25.0961,85.3131,2,93
1116,2020-04-20,Chandigarh,13,30.7333,76.7794,0,26
1117,2020-04-20,Chhattisgarh,25,21.2787,81.8661,0,36
1118,2020-04-20,Delhi,72,28.7041,77.1025,45,2003
1119,2020-04-20,Goa,7,15.2993,74.124,0,7
1120,2020-04-20,Gujarat,105,22.2587,71.1924,63,1743
1121,2020-04-20,Haryana,87,29.0588,76.0856,3,233
1122,2020-04-20,Himachal Pradesh,16,31.1048,77.1734,1,39
1123,2020-04-20,Jammu and Kashmir,56,33.7782,76.5762,5,350
1124,2020-04-20,Jharkhand,0,23.6102,85.2799,2,42
1125,2020-04-20,Karnataka,111,15.3173,75.7139,16,390
1126,2020-04-20,Kerala,270,10.8505,76.2711,3,402
1127,2020-04-20,Ladakh,14,34.2996,78.2932,0,18
1128,2020-04-20,Madhya Pradesh,127,22.9734,78.6569,70,1407
1129,2020-04-20,Maharashtra,507,19.7515,75.7139,223,4203
1130,2020-04-20,Manipur,1,24.6637,93.9063,0,2
1131,2020-04-20,Meghalaya,0,25.467,91.3662,1,11
1132,2020-04-20,Mizoram,0,23.1645,92.9376,0,1
1133,2020-04-20,Odisha,24,20.9517,85.0985,1,68
1134,2020-04-20,Puducherry,3,11.9416,79.8083,0,7
1135,2020-04-20,Punjab,31,31.1471,75.3412,16,219
1136,2020-04-20,Rajasthan,183,27.0238,74.2179,14,1478
1137,2020-04-20,Tamil Nadu,411,11.1271,78.6569,15,1477
1138,2020-04-20,Telengana,186,18.1124,79.0193,18,844
1139,2020-04-20,Tripura,1,23.9408,91.9882,0,2
1140,2020-04-20,Uttar Pradesh,108,26.8467,80.9462,17,1084
1141,2020-04-20,Uttarakhand,11,30.0668,79.0193,0,44
1142,2020-04-20,West Bengal,66,22.9868,87.855,12,339
