,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
96,2020-03-11,Delhi,0,28.7041,77.1025,0,5
97,2020-03-11,Haryana,0,29.0588,76.0856,0,14
98,2020-03-11,Karnataka,0,15.3173,75.7139,0,4
99,2020-03-11,Kerala,3,10.8505,76.2711,0,17
100,2020-03-11,Maharashtra,0,19.7515,75.7139,0,10
101,2020-03-11,Punjab,0,31.1471,75.3412,0,1
102,2020-03-11,Rajasthan,0,27.0238,74.2179,0,3
103,2020-03-11,Tamil Nadu,0,11.1271,78.6569,0,1
104,2020-03-11,Telengana,0,18.1124,79.0193,0,1
105,2020-03-11,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,1
106,2020-03-11,Union Territory of Ladakh,0,34.2996,78.2932,0,2
107,2020-03-11,Uttar Pradesh,0,26.8467,80.9462,0,9
