,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1175,2020-04-22,Andaman and Nicobar Islands,11,11.7401,92.6586,0,16
1176,2020-04-22,Andhra Pradesh,96,15.9129,79.74,22,757
1177,2020-04-22,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1178,2020-04-22,Assam,19,26.2006,92.9376,1,35
1179,2020-04-22,Bihar,42,25.0961,85.3131,2,126
1180,2020-04-22,Chandigarh,14,30.7333,76.7794,0,27
1181,2020-04-22,Chhattisgarh,26,21.2787,81.8661,0,36
1182,2020-04-22,Delhi,611,28.7041,77.1025,47,2156
1183,2020-04-22,Goa,7,15.2993,74.124,0,7
1184,2020-04-22,Gujarat,139,22.2587,71.1924,90,2178
1185,2020-04-22,Haryana,127,29.0588,76.0856,3,254
1186,2020-04-22,Himachal Pradesh,16,31.1048,77.1734,1,39
1187,2020-04-22,Jammu and Kashmir,81,33.7782,76.5762,5,380
1188,2020-04-22,Jharkhand,0,23.6102,85.2799,3,45
1189,2020-04-22,Karnataka,129,15.3173,75.7139,17,418
1190,2020-04-22,Kerala,307,10.8505,76.2711,3,427
1191,2020-04-22,Ladakh,14,34.2996,78.2932,0,18
1192,2020-04-22,Madhya Pradesh,148,22.9734,78.6569,76,1552
1193,2020-04-22,Maharashtra,722,19.7515,75.7139,251,5218
1194,2020-04-22,Manipur,2,24.6637,93.9063,0,2
1195,2020-04-22,Meghalaya,0,25.467,91.3662,1,12
1196,2020-04-22,Mizoram,0,23.1645,92.9376,0,1
1197,2020-04-22,Odisha,24,20.9517,85.0985,1,79
1198,2020-04-22,Puducherry,3,11.9416,79.8083,0,7
1199,2020-04-22,Punjab,39,31.1471,75.3412,16,245
1200,2020-04-22,Rajasthan,230,27.0238,74.2179,25,1659
1201,2020-04-22,Tamil Nadu,635,11.1271,78.6569,18,1596
1202,2020-04-22,Telengana,194,18.1124,79.0193,23,928
1203,2020-04-22,Tripura,1,23.9408,91.9882,0,2
1204,2020-04-22,Uttar Pradesh,140,26.8467,80.9462,20,1294
1205,2020-04-22,Uttarakhand,19,30.0668,79.0193,0,46
1206,2020-04-22,West Bengal,73,22.9868,87.855,15,423
