,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
857,2020-04-12,Andaman and Nicobar Islands,10,11.7401,92.6586,0,11
858,2020-04-12,Andhra Pradesh,11,15.9129,79.74,6,381
859,2020-04-12,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
860,2020-04-12,Assam,0,26.2006,92.9376,1,29
861,2020-04-12,Bihar,0,25.0961,85.3131,1,63
862,2020-04-12,Chandigarh,7,30.7333,76.7794,0,19
863,2020-04-12,Chhattisgarh,9,21.2787,81.8661,0,18
864,2020-04-12,Delhi,25,28.7041,77.1025,19,1069
865,2020-04-12,Goa,5,15.2993,74.124,0,7
866,2020-04-12,Gujarat,44,22.2587,71.1924,22,432
867,2020-04-12,Haryana,29,29.0588,76.0856,3,177
868,2020-04-12,Himachal Pradesh,6,31.1048,77.1734,1,32
869,2020-04-12,Jammu and Kashmir,6,33.7782,76.5762,4,207
870,2020-04-12,Jharkhand,0,23.6102,85.2799,1,17
871,2020-04-12,Karnataka,37,15.3173,75.7139,6,214
872,2020-04-12,Kerala,123,10.8505,76.2711,2,364
873,2020-04-12,Ladakh,10,34.2996,78.2932,0,15
874,2020-04-12,Madhya Pradesh,0,22.9734,78.6569,36,532
875,2020-04-12,Maharashtra,208,19.7515,75.7139,127,1761
876,2020-04-12,Manipur,1,24.6637,93.9063,0,2
877,2020-04-12,Mizoram,0,23.1645,92.9376,0,1
878,2020-04-12,Odisha,2,20.9517,85.0985,1,50
879,2020-04-12,Puducherry,1,11.9416,79.8083,0,7
880,2020-04-12,Punjab,5,31.1471,75.3412,11,151
881,2020-04-12,Rajasthan,21,27.0238,74.2179,3,700
882,2020-04-12,Tamil Nadu,44,11.1271,78.6569,10,969
883,2020-04-12,Telengana,43,18.1124,79.0193,9,504
884,2020-04-12,Tripura,0,23.9408,91.9882,0,2
885,2020-04-12,Uttar Pradesh,45,26.8467,80.9462,5,452
886,2020-04-12,Uttarakhand,5,30.0668,79.0193,0,35
887,2020-04-12,West Bengal,19,22.9868,87.855,5,134
