,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
418,2020-03-28,Andaman and Nicobar Islands,0,11.7401,92.6586,0,6
419,2020-03-28,Andhra Pradesh,1,15.9129,79.74,0,14
420,2020-03-28,Bihar,0,25.0961,85.3131,1,9
421,2020-03-28,Chandigarh,0,30.7333,76.7794,0,8
422,2020-03-28,Chhattisgarh,0,21.2787,81.8661,0,6
423,2020-03-28,Delhi,6,28.7041,77.1025,1,39
424,2020-03-28,Goa,0,15.2993,74.124,0,3
425,2020-03-28,Gujarat,0,22.2587,71.1924,3,45
426,2020-03-28,Haryana,12,29.0588,76.0856,0,33
427,2020-03-28,Himachal Pradesh,0,31.1048,77.1734,1,3
428,2020-03-28,Jammu and Kashmir,1,33.7782,76.5762,1,20
429,2020-03-28,Karnataka,3,15.3173,75.7139,2,55
430,2020-03-28,Kerala,11,10.8505,76.2711,0,176
431,2020-03-28,Ladakh,3,34.2996,78.2932,0,13
432,2020-03-28,Madhya Pradesh,0,22.9734,78.6569,2,30
433,2020-03-28,Maharashtra,25,19.7515,75.7139,5,180
434,2020-03-28,Manipur,0,24.6637,93.9063,0,1
435,2020-03-28,Mizoram,0,23.1645,92.9376,0,1
436,2020-03-28,Odisha,0,20.9517,85.0985,0,3
437,2020-03-28,Puducherry,0,11.9416,79.8083,0,1
438,2020-03-28,Punjab,1,31.1471,75.3412,1,38
439,2020-03-28,Rajasthan,3,27.0238,74.2179,0,54
440,2020-03-28,Tamil Nadu,2,11.1271,78.6569,1,40
441,2020-03-28,Telengana,1,18.1124,79.0193,0,56
442,2020-03-28,Uttar Pradesh,11,26.8467,80.9462,0,55
443,2020-03-28,Uttarakhand,0,30.0668,79.0193,0,5
444,2020-03-28,West Bengal,0,22.9868,87.855,1,15
