,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
472,2020-03-30,Andaman and Nicobar Islands,0,11.7401,92.6586,0,9
473,2020-03-30,Andhra Pradesh,1,15.9129,79.74,0,19
474,2020-03-30,Bihar,0,25.0961,85.3131,1,11
475,2020-03-30,Chandigarh,0,30.7333,76.7794,0,8
476,2020-03-30,Chhattisgarh,0,21.2787,81.8661,0,7
477,2020-03-30,Delhi,6,28.7041,77.1025,2,53
478,2020-03-30,Goa,0,15.2993,74.124,0,5
479,2020-03-30,Gujarat,1,22.2587,71.1924,5,58
480,2020-03-30,Haryana,17,29.0588,76.0856,0,33
481,2020-03-30,Himachal Pradesh,0,31.1048,77.1734,1,3
482,2020-03-30,Jammu and Kashmir,1,33.7782,76.5762,2,31
483,2020-03-30,Karnataka,5,15.3173,75.7139,3,80
484,2020-03-30,Kerala,19,10.8505,76.2711,1,194
485,2020-03-30,Ladakh,3,34.2996,78.2932,0,13
486,2020-03-30,Madhya Pradesh,0,22.9734,78.6569,2,33
487,2020-03-30,Maharashtra,25,19.7515,75.7139,8,193
488,2020-03-30,Manipur,0,24.6637,93.9063,0,1
489,2020-03-30,Mizoram,0,23.1645,92.9376,0,1
490,2020-03-30,Odisha,0,20.9517,85.0985,0,3
491,2020-03-30,Puducherry,0,11.9416,79.8083,0,1
492,2020-03-30,Punjab,1,31.1471,75.3412,1,38
493,2020-03-30,Rajasthan,3,27.0238,74.2179,0,57
494,2020-03-30,Tamil Nadu,4,11.1271,78.6569,1,50
495,2020-03-30,Telengana,1,18.1124,79.0193,1,69
496,2020-03-30,Uttar Pradesh,11,26.8467,80.9462,0,75
497,2020-03-30,Uttarakhand,2,30.0668,79.0193,0,7
498,2020-03-30,West Bengal,0,22.9868,87.855,1,19
