,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1623,2020-05-06,Andaman and Nicobar Islands,32,11.7401,92.6586,0,33
1624,2020-05-06,Andhra Pradesh,589,15.9129,79.74,36,1717
1625,2020-05-06,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1626,2020-05-06,Assam,32,26.2006,92.9376,1,43
1627,2020-05-06,Bihar,142,25.0961,85.3131,4,536
1628,2020-05-06,Chandigarh,21,30.7333,76.7794,1,111
1629,2020-05-06,Chhattisgarh,36,21.2787,81.8661,0,59
1630,2020-05-06,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1631,2020-05-06,Delhi,1468,28.7041,77.1025,64,5104
1632,2020-05-06,Goa,7,15.2993,74.124,0,7
1633,2020-05-06,Gujarat,1381,22.2587,71.1924,368,6245
1634,2020-05-06,Haryana,256,29.0588,76.0856,6,548
1635,2020-05-06,Himachal Pradesh,38,31.1048,77.1734,2,42
1636,2020-05-06,Jammu and Kashmir,320,33.7782,76.5762,8,741
1637,2020-05-06,Jharkhand,33,23.6102,85.2799,3,125
1638,2020-05-06,Karnataka,331,15.3173,75.7139,29,671
1639,2020-05-06,Kerala,462,10.8505,76.2711,4,502
1640,2020-05-06,Ladakh,17,34.2996,78.2932,0,41
1641,2020-05-06,Madhya Pradesh,1000,22.9734,78.6569,176,3049
1642,2020-05-06,Maharashtra,2819,19.7515,75.7139,617,15525
1643,2020-05-06,Manipur,2,24.6637,93.9063,0,2
1644,2020-05-06,Meghalaya,10,25.467,91.3662,1,12
1645,2020-05-06,Mizoram,0,23.1645,92.9376,0,1
1646,2020-05-06,Odisha,60,20.9517,85.0985,1,175
1647,2020-05-06,Puducherry,6,11.9416,79.8083,0,9
1648,2020-05-06,Punjab,133,31.1471,75.3412,25,1451
1649,2020-05-06,Rajasthan,1525,27.0238,74.2179,89,3158
1650,2020-05-06,Tamil Nadu,1485,11.1271,78.6569,33,4058
1651,2020-05-06,Telengana,585,18.1124,79.0193,29,1096
1652,2020-05-06,Tripura,2,23.9408,91.9882,0,43
1653,2020-05-06,Uttar Pradesh,987,26.8467,80.9462,56,2880
1654,2020-05-06,Uttarakhand,39,30.0668,79.0193,1,61
1655,2020-05-06,West Bengal,364,22.9868,87.855,140,1344
