,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
795,2020-04-10,Andaman and Nicobar Islands,0,11.7401,92.6586,0,11
796,2020-04-10,Andhra Pradesh,6,15.9129,79.74,4,348
797,2020-04-10,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
798,2020-04-10,Assam,0,26.2006,92.9376,0,29
799,2020-04-10,Bihar,0,25.0961,85.3131,1,39
800,2020-04-10,Chandigarh,7,30.7333,76.7794,0,18
801,2020-04-10,Chhattisgarh,9,21.2787,81.8661,0,10
802,2020-04-10,Delhi,25,28.7041,77.1025,12,720
803,2020-04-10,Goa,0,15.2993,74.124,0,7
804,2020-04-10,Gujarat,26,22.2587,71.1924,17,241
805,2020-04-10,Haryana,29,29.0588,76.0856,3,169
806,2020-04-10,Himachal Pradesh,2,31.1048,77.1734,1,18
807,2020-04-10,Jammu and Kashmir,4,33.7782,76.5762,4,158
808,2020-04-10,Jharkhand,0,23.6102,85.2799,1,13
809,2020-04-10,Karnataka,28,15.3173,75.7139,5,181
810,2020-04-10,Kerala,96,10.8505,76.2711,2,357
811,2020-04-10,Ladakh,10,34.2996,78.2932,0,15
812,2020-04-10,Madhya Pradesh,0,22.9734,78.6569,16,259
813,2020-04-10,Maharashtra,125,19.7515,75.7139,97,1364
814,2020-04-10,Manipur,1,24.6637,93.9063,0,2
815,2020-04-10,Mizoram,0,23.1645,92.9376,0,1
816,2020-04-10,Odisha,2,20.9517,85.0985,1,44
817,2020-04-10,Puducherry,1,11.9416,79.8083,0,5
818,2020-04-10,Punjab,4,31.1471,75.3412,8,101
819,2020-04-10,Rajasthan,21,27.0238,74.2179,3,463
820,2020-04-10,Tamil Nadu,21,11.1271,78.6569,8,834
821,2020-04-10,Telengana,35,18.1124,79.0193,7,442
822,2020-04-10,Tripura,0,23.9408,91.9882,0,1
823,2020-04-10,Uttar Pradesh,31,26.8467,80.9462,4,410
824,2020-04-10,Uttarakhand,5,30.0668,79.0193,0,35
825,2020-04-10,West Bengal,16,22.9868,87.855,5,116
