,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
147,2020-03-15,Andhra Pradesh,0,15.9129,79.74,0,1
148,2020-03-15,Delhi,2,28.7041,77.1025,1,7
149,2020-03-15,Haryana,0,29.0588,76.0856,0,14
150,2020-03-15,Karnataka,0,15.3173,75.7139,1,6
151,2020-03-15,Kerala,3,10.8505,76.2711,0,23
152,2020-03-15,Maharashtra,0,19.7515,75.7139,0,32
153,2020-03-15,Punjab,0,31.1471,75.3412,0,1
154,2020-03-15,Rajasthan,3,27.0238,74.2179,0,4
155,2020-03-15,Tamil Nadu,0,11.1271,78.6569,0,1
156,2020-03-15,Telengana,1,18.1124,79.0193,0,3
157,2020-03-15,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,2
158,2020-03-15,Union Territory of Ladakh,0,34.2996,78.2932,0,3
159,2020-03-15,Uttar Pradesh,4,26.8467,80.9462,0,13
160,2020-03-15,Uttarakhand,0,30.0668,79.0193,0,1
