,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
161,2020-03-16,Andhra Pradesh,0,15.9129,79.74,0,1
162,2020-03-16,Delhi,2,28.7041,77.1025,1,7
163,2020-03-16,Haryana,0,29.0588,76.0856,0,14
164,2020-03-16,Karnataka,0,15.3173,75.7139,1,6
165,2020-03-16,Kerala,3,10.8505,76.2711,0,23
166,2020-03-16,Maharashtra,0,19.7515,75.7139,0,32
167,2020-03-16,Odisha,0,20.9517,85.0985,0,1
168,2020-03-16,Punjab,0,31.1471,75.3412,0,1
169,2020-03-16,Rajasthan,3,27.0238,74.2179,0,4
170,2020-03-16,Tamil Nadu,0,11.1271,78.6569,0,1
171,2020-03-16,Telengana,1,18.1124,79.0193,0,3
172,2020-03-16,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,3
173,2020-03-16,Union Territory of Ladakh,0,34.2996,78.2932,0,4
174,2020-03-16,Uttar Pradesh,4,26.8467,80.9462,0,13
175,2020-03-16,Uttarakhand,0,30.0668,79.0193,0,1
