,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1207,2020-04-23,Andaman and Nicobar Islands,11,11.7401,92.6586,0,18
1208,2020-04-23,Andhra Pradesh,120,15.9129,79.74,24,813
1209,2020-04-23,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1210,2020-04-23,Assam,19,26.2006,92.9376,1,35
1211,2020-04-23,Bihar,46,25.0961,85.3131,2,143
1212,2020-04-23,Chandigarh,14,30.7333,76.7794,0,27
1213,2020-04-23,Chhattisgarh,26,21.2787,81.8661,0,36
1214,2020-04-23,Delhi,724,28.7041,77.1025,48,2248
1215,2020-04-23,Goa,7,15.2993,74.124,0,7
1216,2020-04-23,Gujarat,179,22.2587,71.1924,103,2407
1217,2020-04-23,Haryana,140,29.0588,76.0856,3,262
1218,2020-04-23,Himachal Pradesh,18,31.1048,77.1734,1,40
1219,2020-04-23,Jammu and Kashmir,92,33.7782,76.5762,5,407
1220,2020-04-23,Jharkhand,8,23.6102,85.2799,3,49
1221,2020-04-23,Karnataka,131,15.3173,75.7139,17,427
1222,2020-04-23,Kerala,323,10.8505,76.2711,3,438
1223,2020-04-23,Ladakh,14,34.2996,78.2932,0,18
1224,2020-04-23,Madhya Pradesh,148,22.9734,78.6569,80,1592
1225,2020-04-23,Maharashtra,789,19.7515,75.7139,269,5652
1226,2020-04-23,Manipur,2,24.6637,93.9063,0,2
1227,2020-04-23,Meghalaya,0,25.467,91.3662,1,12
1228,2020-04-23,Mizoram,0,23.1645,92.9376,0,1
1229,2020-04-23,Odisha,32,20.9517,85.0985,1,83
1230,2020-04-23,Puducherry,3,11.9416,79.8083,0,7
1231,2020-04-23,Punjab,49,31.1471,75.3412,16,251
1232,2020-04-23,Rajasthan,230,27.0238,74.2179,27,1890
1233,2020-04-23,Tamil Nadu,662,11.1271,78.6569,18,1629
1234,2020-04-23,Telengana,194,18.1124,79.0193,23,945
1235,2020-04-23,Tripura,1,23.9408,91.9882,0,2
1236,2020-04-23,Uttar Pradesh,173,26.8467,80.9462,21,1449
1237,2020-04-23,Uttarakhand,23,30.0668,79.0193,0,46
1238,2020-04-23,West Bengal,79,22.9868,87.855,15,456
