,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1527,2020-05-03,Andaman and Nicobar Islands,16,11.7401,92.6586,0,33
1528,2020-05-03,Andhra Pradesh,441,15.9129,79.74,33,1525
1529,2020-05-03,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1530,2020-05-03,Assam,32,26.2006,92.9376,1,43
1531,2020-05-03,Bihar,107,25.0961,85.3131,4,481
1532,2020-05-03,Chandigarh,17,30.7333,76.7794,0,88
1533,2020-05-03,Chhattisgarh,36,21.2787,81.8661,0,43
1534,2020-05-03,Delhi,1256,28.7041,77.1025,64,4122
1535,2020-05-03,Goa,7,15.2993,74.124,0,7
1536,2020-05-03,Gujarat,896,22.2587,71.1924,262,5054
1537,2020-05-03,Haryana,227,29.0588,76.0856,4,360
1538,2020-05-03,Himachal Pradesh,33,31.1048,77.1734,1,40
1539,2020-05-03,Jammu and Kashmir,254,33.7782,76.5762,8,666
1540,2020-05-03,Jharkhand,22,23.6102,85.2799,3,115
1541,2020-05-03,Karnataka,271,15.3173,75.7139,25,601
1542,2020-05-03,Kerala,400,10.8505,76.2711,4,499
1543,2020-05-03,Ladakh,17,34.2996,78.2932,0,22
1544,2020-05-03,Madhya Pradesh,624,22.9734,78.6569,151,2846
1545,2020-05-03,Maharashtra,2000,19.7515,75.7139,521,12296
1546,2020-05-03,Manipur,2,24.6637,93.9063,0,2
1547,2020-05-03,Meghalaya,0,25.467,91.3662,1,12
1548,2020-05-03,Mizoram,0,23.1645,92.9376,0,1
1549,2020-05-03,Odisha,56,20.9517,85.0985,1,157
1550,2020-05-03,Puducherry,5,11.9416,79.8083,0,8
1551,2020-05-03,Punjab,112,31.1471,75.3412,20,772
1552,2020-05-03,Rajasthan,1121,27.0238,74.2179,65,2770
1553,2020-05-03,Tamil Nadu,1341,11.1271,78.6569,29,2757
1554,2020-05-03,Telengana,458,18.1124,79.0193,28,1063
1555,2020-05-03,Tripura,2,23.9408,91.9882,0,4
1556,2020-05-03,Uttar Pradesh,689,26.8467,80.9462,43,2487
1557,2020-05-03,Uttarakhand,39,30.0668,79.0193,0,59
1558,2020-05-03,West Bengal,151,22.9868,87.855,33,922
