,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1755,2020-05-10,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1756,2020-05-10,Andhra Pradesh,887,15.9129,79.74,44,1930
1757,2020-05-10,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1758,2020-05-10,Assam,34,26.2006,92.9376,2,63
1759,2020-05-10,Bihar,322,25.0961,85.3131,5,591
1760,2020-05-10,Chandigarh,24,30.7333,76.7794,2,169
1761,2020-05-10,Chhattisgarh,43,21.2787,81.8661,0,59
1762,2020-05-10,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1763,2020-05-10,Delhi,2020,28.7041,77.1025,73,6542
1764,2020-05-10,Goa,7,15.2993,74.124,0,7
1765,2020-05-10,Gujarat,2091,22.2587,71.1924,472,7796
1766,2020-05-10,Haryana,290,29.0588,76.0856,9,675
1767,2020-05-10,Himachal Pradesh,38,31.1048,77.1734,2,50
1768,2020-05-10,Jammu and Kashmir,368,33.7782,76.5762,9,836
1769,2020-05-10,Jharkhand,78,23.6102,85.2799,3,156
1770,2020-05-10,Karnataka,386,15.3173,75.7139,30,794
1771,2020-05-10,Kerala,485,10.8505,76.2711,4,505
1772,2020-05-10,Ladakh,17,34.2996,78.2932,0,42
1773,2020-05-10,Madhya Pradesh,1676,22.9734,78.6569,215,3614
1774,2020-05-10,Maharashtra,3800,19.7515,75.7139,779,20228
1775,2020-05-10,Manipur,2,24.6637,93.9063,0,2
1776,2020-05-10,Meghalaya,10,25.467,91.3662,1,13
1777,2020-05-10,Mizoram,1,23.1645,92.9376,0,1
1778,2020-05-10,Odisha,63,20.9517,85.0985,2,294
1779,2020-05-10,Puducherry,6,11.9416,79.8083,0,9
1780,2020-05-10,Punjab,157,31.1471,75.3412,31,1762
1781,2020-05-10,Rajasthan,2026,27.0238,74.2179,106,3708
1782,2020-05-10,Tamil Nadu,1824,11.1271,78.6569,44,6535
1783,2020-05-10,Telengana,750,18.1124,79.0193,30,1163
1784,2020-05-10,Tripura,2,23.9408,91.9882,0,134
1785,2020-05-10,Uttar Pradesh,1499,26.8467,80.9462,74,3373
1786,2020-05-10,Uttarakhand,46,30.0668,79.0193,1,67
1787,2020-05-10,West Bengal,372,22.9868,87.855,171,1786
