,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
208,2020-03-19,Andhra Pradesh,0,15.9129,79.74,0,2
209,2020-03-19,Chhattisgarh,0,21.2787,81.8661,0,1
210,2020-03-19,Delhi,3,28.7041,77.1025,1,12
211,2020-03-19,Haryana,0,29.0588,76.0856,0,17
212,2020-03-19,Karnataka,0,15.3173,75.7139,1,14
213,2020-03-19,Kerala,3,10.8505,76.2711,0,27
214,2020-03-19,Maharashtra,0,19.7515,75.7139,1,47
215,2020-03-19,Odisha,0,20.9517,85.0985,0,1
216,2020-03-19,Puducherry,0,11.9416,79.8083,0,1
217,2020-03-19,Punjab,0,31.1471,75.3412,1,2
218,2020-03-19,Rajasthan,3,27.0238,74.2179,0,7
219,2020-03-19,Tamil Nadu,1,11.1271,78.6569,0,2
220,2020-03-19,Telengana,1,18.1124,79.0193,0,6
221,2020-03-19,Union Territory of Chandigarh,0,30.7333,76.7794,0,1
222,2020-03-19,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,4
223,2020-03-19,Union Territory of Ladakh,0,34.2996,78.2932,0,8
224,2020-03-19,Uttar Pradesh,9,26.8467,80.9462,0,19
225,2020-03-19,Uttarakhand,0,30.0668,79.0193,0,1
226,2020-03-19,West Bengal,0,22.9868,87.855,0,1
