,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
364,2020-03-26,Andaman and Nicobar Islands,0,11.7401,92.6586,0,1
365,2020-03-26,Andhra Pradesh,1,15.9129,79.74,0,11
366,2020-03-26,Bihar,0,25.0961,85.3131,1,6
367,2020-03-26,Chandigarh,0,30.7333,76.7794,0,7
368,2020-03-26,Chhattisgarh,0,21.2787,81.8661,0,6
369,2020-03-26,Delhi,6,28.7041,77.1025,1,36
370,2020-03-26,Goa,0,15.2993,74.124,0,3
371,2020-03-26,Gujarat,0,22.2587,71.1924,3,43
372,2020-03-26,Haryana,11,29.0588,76.0856,0,30
373,2020-03-26,Himachal Pradesh,0,31.1048,77.1734,1,3
374,2020-03-26,Jammu and Kashmir,1,33.7782,76.5762,1,13
375,2020-03-26,Karnataka,3,15.3173,75.7139,2,55
376,2020-03-26,Kerala,6,10.8505,76.2711,0,118
377,2020-03-26,Ladakh,0,34.2996,78.2932,0,13
378,2020-03-26,Madhya Pradesh,0,22.9734,78.6569,1,20
379,2020-03-26,Maharashtra,1,19.7515,75.7139,3,124
380,2020-03-26,Manipur,0,24.6637,93.9063,0,1
381,2020-03-26,Mizoram,0,23.1645,92.9376,0,1
382,2020-03-26,Odisha,0,20.9517,85.0985,0,2
383,2020-03-26,Puducherry,0,11.9416,79.8083,0,1
384,2020-03-26,Punjab,0,31.1471,75.3412,1,33
385,2020-03-26,Rajasthan,3,27.0238,74.2179,0,41
386,2020-03-26,Tamil Nadu,1,11.1271,78.6569,1,26
387,2020-03-26,Telengana,1,18.1124,79.0193,0,44
388,2020-03-26,Uttar Pradesh,11,26.8467,80.9462,0,41
389,2020-03-26,Uttarakhand,0,30.0668,79.0193,0,5
390,2020-03-26,West Bengal,0,22.9868,87.855,1,10
