,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1953,2020-05-16,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1954,2020-05-16,Andhra Pradesh,1252,15.9129,79.74,48,2307
1955,2020-05-16,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1956,2020-05-16,Assam,41,26.2006,92.9376,2,90
1957,2020-05-16,Bihar,438,25.0961,85.3131,7,1018
1958,2020-05-16,Chandigarh,37,30.7333,76.7794,3,191
1959,2020-05-16,Chhattisgarh,56,21.2787,81.8661,0,66
1960,2020-05-16,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1961,2020-05-16,Delhi,3518,28.7041,77.1025,123,8895
1962,2020-05-16,Goa,7,15.2993,74.124,0,15
1963,2020-05-16,Gujarat,4035,22.2587,71.1924,606,9931
1964,2020-05-16,Haryana,439,29.0588,76.0856,11,818
1965,2020-05-16,Himachal Pradesh,39,31.1048,77.1734,3,76
1966,2020-05-16,Jammu and Kashmir,513,33.7782,76.5762,11,1013
1967,2020-05-16,Jharkhand,87,23.6102,85.2799,3,203
1968,2020-05-16,Karnataka,480,15.3173,75.7139,36,1056
1969,2020-05-16,Kerala,492,10.8505,76.2711,4,576
1970,2020-05-16,Ladakh,22,34.2996,78.2932,0,43
1971,2020-05-16,Madhya Pradesh,2283,22.9734,78.6569,239,4595
1972,2020-05-16,Maharashtra,6564,19.7515,75.7139,1068,29100
1973,2020-05-16,Manipur,2,24.6637,93.9063,0,3
1974,2020-05-16,Meghalaya,11,25.467,91.3662,1,13
1975,2020-05-16,Mizoram,1,23.1645,92.9376,0,1
1976,2020-05-16,Odisha,166,20.9517,85.0985,3,672
1977,2020-05-16,Puducherry,9,11.9416,79.8083,1,13
1978,2020-05-16,Punjab,305,31.1471,75.3412,32,1935
1979,2020-05-16,Rajasthan,2677,27.0238,74.2179,125,4727
1980,2020-05-16,Tamil Nadu,2599,11.1271,78.6569,71,10108
1981,2020-05-16,Telengana,959,18.1124,79.0193,34,1454
1982,2020-05-16,Tripura,42,23.9408,91.9882,0,156
1983,2020-05-16,Uttar Pradesh,2165,26.8467,80.9462,95,4057
1984,2020-05-16,Uttarakhand,51,30.0668,79.0193,1,82
1985,2020-05-16,West Bengal,829,22.9868,87.855,225,2461
