,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
339,2020-03-25,Andhra Pradesh,1,15.9129,79.74,0,9
340,2020-03-25,Bihar,0,25.0961,85.3131,1,4
341,2020-03-25,Chandigarh,0,30.7333,76.7794,0,7
342,2020-03-25,Chhattisgarh,0,21.2787,81.8661,0,1
343,2020-03-25,Delhi,6,28.7041,77.1025,1,31
344,2020-03-25,Gujarat,0,22.2587,71.1924,1,38
345,2020-03-25,Haryana,11,29.0588,76.0856,0,28
346,2020-03-25,Himachal Pradesh,0,31.1048,77.1734,1,3
347,2020-03-25,Jammu and Kashmir,1,33.7782,76.5762,0,7
348,2020-03-25,Karnataka,3,15.3173,75.7139,1,41
349,2020-03-25,Kerala,4,10.8505,76.2711,0,109
350,2020-03-25,Ladakh,0,34.2996,78.2932,0,13
351,2020-03-25,Madhya Pradesh,0,22.9734,78.6569,0,14
352,2020-03-25,Maharashtra,1,19.7515,75.7139,3,128
353,2020-03-25,Manipur,0,24.6637,93.9063,0,1
354,2020-03-25,Mizoram,0,23.1645,92.9376,0,1
355,2020-03-25,Odisha,0,20.9517,85.0985,0,2
356,2020-03-25,Puducherry,0,11.9416,79.8083,0,1
357,2020-03-25,Punjab,0,31.1471,75.3412,1,29
358,2020-03-25,Rajasthan,3,27.0238,74.2179,0,36
359,2020-03-25,Tamil Nadu,1,11.1271,78.6569,0,18
360,2020-03-25,Telengana,1,18.1124,79.0193,0,35
361,2020-03-25,Uttar Pradesh,11,26.8467,80.9462,0,37
362,2020-03-25,Uttarakhand,0,30.0668,79.0193,0,4
363,2020-03-25,West Bengal,0,22.9868,87.855,1,9
