,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
108,2020-03-12,Andhra Pradesh,0,15.9129,79.74,0,1
109,2020-03-12,Delhi,0,28.7041,77.1025,0,6
110,2020-03-12,Haryana,0,29.0588,76.0856,0,14
111,2020-03-12,Karnataka,0,15.3173,75.7139,1,4
112,2020-03-12,Kerala,3,10.8505,76.2711,0,17
113,2020-03-12,Maharashtra,0,19.7515,75.7139,0,11
114,2020-03-12,Punjab,0,31.1471,75.3412,0,1
115,2020-03-12,Rajasthan,0,27.0238,74.2179,0,3
116,2020-03-12,Tamil Nadu,0,11.1271,78.6569,0,1
117,2020-03-12,Telengana,0,18.1124,79.0193,0,1
118,2020-03-12,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,1
119,2020-03-12,Union Territory of Ladakh,0,34.2996,78.2932,0,3
120,2020-03-12,Uttar Pradesh,0,26.8467,80.9462,0,11
