,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1821,2020-05-12,Andaman and Nicobar Islands,33,11.7401,92.6586,0,33
1822,2020-05-12,Andhra Pradesh,975,15.9129,79.74,45,2018
1823,2020-05-12,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1824,2020-05-12,Assam,34,26.2006,92.9376,2,65
1825,2020-05-12,Bihar,377,25.0961,85.3131,6,747
1826,2020-05-12,Chandigarh,24,30.7333,76.7794,2,174
1827,2020-05-12,Chhattisgarh,53,21.2787,81.8661,0,59
1828,2020-05-12,Dadar Nagar Haveli,0,20.1809,73.0169,0,1
1829,2020-05-12,Delhi,2129,28.7041,77.1025,73,7233
1830,2020-05-12,Goa,7,15.2993,74.124,0,7
1831,2020-05-12,Gujarat,2780,22.2587,71.1924,513,8541
1832,2020-05-12,Haryana,337,29.0588,76.0856,11,730
1833,2020-05-12,Himachal Pradesh,39,31.1048,77.1734,2,59
1834,2020-05-12,Jammu and Kashmir,427,33.7782,76.5762,10,879
1835,2020-05-12,Jharkhand,78,23.6102,85.2799,3,160
1836,2020-05-12,Karnataka,426,15.3173,75.7139,31,862
1837,2020-05-12,Kerala,489,10.8505,76.2711,4,519
1838,2020-05-12,Ladakh,21,34.2996,78.2932,0,42
1839,2020-05-12,Madhya Pradesh,1747,22.9734,78.6569,221,3785
1840,2020-05-12,Maharashtra,4786,19.7515,75.7139,868,23401
1841,2020-05-12,Manipur,2,24.6637,93.9063,0,2
1842,2020-05-12,Meghalaya,10,25.467,91.3662,1,13
1843,2020-05-12,Mizoram,1,23.1645,92.9376,0,1
1844,2020-05-12,Odisha,85,20.9517,85.0985,3,414
1845,2020-05-12,Puducherry,6,11.9416,79.8083,0,12
1846,2020-05-12,Punjab,168,31.1471,75.3412,31,1877
1847,2020-05-12,Rajasthan,2264,27.0238,74.2179,113,3988
1848,2020-05-12,Tamil Nadu,2051,11.1271,78.6569,53,8002
1849,2020-05-12,Telengana,800,18.1124,79.0193,30,1275
1850,2020-05-12,Tripura,2,23.9408,91.9882,0,152
1851,2020-05-12,Uttar Pradesh,1758,26.8467,80.9462,80,3573
1852,2020-05-12,Uttarakhand,46,30.0668,79.0193,1,68
1853,2020-05-12,West Bengal,499,22.9868,87.855,190,2063
