,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
983,2020-04-16,Andaman and Nicobar Islands,10,11.7401,92.6586,0,11
984,2020-04-16,Andhra Pradesh,20,15.9129,79.74,14,525
985,2020-04-16,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
986,2020-04-16,Assam,0,26.2006,92.9376,1,33
987,2020-04-16,Bihar,29,25.0961,85.3131,1,70
988,2020-04-16,Chandigarh,7,30.7333,76.7794,0,21
989,2020-04-16,Chhattisgarh,17,21.2787,81.8661,0,33
990,2020-04-16,Delhi,40,28.7041,77.1025,32,1578
991,2020-04-16,Goa,5,15.2993,74.124,0,7
992,2020-04-16,Gujarat,64,22.2587,71.1924,33,766
993,2020-04-16,Haryana,43,29.0588,76.0856,3,205
994,2020-04-16,Himachal Pradesh,16,31.1048,77.1734,1,35
995,2020-04-16,Jammu and Kashmir,36,33.7782,76.5762,4,300
996,2020-04-16,Jharkhand,0,23.6102,85.2799,2,28
997,2020-04-16,Karnataka,80,15.3173,75.7139,12,279
998,2020-04-16,Kerala,218,10.8505,76.2711,3,388
999,2020-04-16,Ladakh,10,34.2996,78.2932,0,17
1000,2020-04-16,Madhya Pradesh,64,22.9734,78.6569,53,987
1001,2020-04-16,Maharashtra,295,19.7515,75.7139,187,2916
1002,2020-04-16,Manipur,1,24.6637,93.9063,0,2
1003,2020-04-16,Meghalaya,0,25.467,91.3662,1,7
1004,2020-04-16,Mizoram,0,23.1645,92.9376,0,1
1005,2020-04-16,Odisha,18,20.9517,85.0985,1,60
1006,2020-04-16,Puducherry,1,11.9416,79.8083,0,7
1007,2020-04-16,Punjab,27,31.1471,75.3412,13,186
1008,2020-04-16,Rajasthan,147,27.0238,74.2179,3,1023
1009,2020-04-16,Tamil Nadu,118,11.1271,78.6569,14,1242
1010,2020-04-16,Telengana,120,18.1124,79.0193,18,647
1011,2020-04-16,Tripura,1,23.9408,91.9882,0,2
1012,2020-04-16,Uttar Pradesh,51,26.8467,80.9462,11,735
1013,2020-04-16,Uttarakhand,9,30.0668,79.0193,0,37
1014,2020-04-16,West Bengal,42,22.9868,87.855,7,231
