,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1399,2020-04-29,Andaman and Nicobar Islands,15,11.7401,92.6586,0,33
1400,2020-04-29,Andhra Pradesh,258,15.9129,79.74,31,1259
1401,2020-04-29,Arunachal Pradesh,1,28.218000000000004,94.7278,0,1
1402,2020-04-29,Assam,27,26.2006,92.9376,1,38
1403,2020-04-29,Bihar,64,25.0961,85.3131,2,366
1404,2020-04-29,Chandigarh,17,30.7333,76.7794,0,56
1405,2020-04-29,Chhattisgarh,34,21.2787,81.8661,0,38
1406,2020-04-29,Delhi,1078,28.7041,77.1025,54,3314
1407,2020-04-29,Goa,7,15.2993,74.124,0,7
1408,2020-04-29,Gujarat,434,22.2587,71.1924,181,3744
1409,2020-04-29,Haryana,209,29.0588,76.0856,3,310
1410,2020-04-29,Himachal Pradesh,25,31.1048,77.1734,1,40
1411,2020-04-29,Jammu and Kashmir,176,33.7782,76.5762,8,565
1412,2020-04-29,Jharkhand,17,23.6102,85.2799,3,103
1413,2020-04-29,Karnataka,207,15.3173,75.7139,20,523
1414,2020-04-29,Kerala,359,10.8505,76.2711,4,485
1415,2020-04-29,Ladakh,16,34.2996,78.2932,0,22
1416,2020-04-29,Madhya Pradesh,377,22.9734,78.6569,120,2387
1417,2020-04-29,Maharashtra,1388,19.7515,75.7139,400,9318
1418,2020-04-29,Manipur,2,24.6637,93.9063,0,2
1419,2020-04-29,Meghalaya,0,25.467,91.3662,1,12
1420,2020-04-29,Mizoram,0,23.1645,92.9376,0,1
1421,2020-04-29,Odisha,38,20.9517,85.0985,1,118
1422,2020-04-29,Puducherry,3,11.9416,79.8083,0,8
1423,2020-04-29,Punjab,71,31.1471,75.3412,19,322
1424,2020-04-29,Rajasthan,768,27.0238,74.2179,51,2364
1425,2020-04-29,Tamil Nadu,1168,11.1271,78.6569,25,2058
1426,2020-04-29,Telengana,321,18.1124,79.0193,26,1004
1427,2020-04-29,Tripura,2,23.9408,91.9882,0,2
1428,2020-04-29,Uttar Pradesh,462,26.8467,80.9462,34,2053
1429,2020-04-29,Uttarakhand,33,30.0668,79.0193,0,54
1430,2020-04-29,West Bengal,119,22.9868,87.855,22,725
