,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
554,2020-04-02,Andaman and Nicobar Islands,0,11.7401,92.6586,0,10
555,2020-04-02,Andhra Pradesh,1,15.9129,79.74,1,86
556,2020-04-02,Assam,0,26.2006,92.9376,0,1
557,2020-04-02,Bihar,0,25.0961,85.3131,1,23
558,2020-04-02,Chandigarh,0,30.7333,76.7794,0,16
559,2020-04-02,Chhattisgarh,2,21.2787,81.8661,0,9
560,2020-04-02,Delhi,6,28.7041,77.1025,2,152
561,2020-04-02,Goa,0,15.2993,74.124,0,5
562,2020-04-02,Gujarat,5,22.2587,71.1924,6,82
563,2020-04-02,Haryana,21,29.0588,76.0856,0,43
564,2020-04-02,Himachal Pradesh,1,31.1048,77.1734,1,3
565,2020-04-02,Jammu and Kashmir,2,33.7782,76.5762,2,62
566,2020-04-02,Jharkhand,0,23.6102,85.2799,0,1
567,2020-04-02,Karnataka,9,15.3173,75.7139,3,110
568,2020-04-02,Kerala,25,10.8505,76.2711,2,265
569,2020-04-02,Ladakh,3,34.2996,78.2932,0,13
570,2020-04-02,Madhya Pradesh,0,22.9734,78.6569,6,99
571,2020-04-02,Maharashtra,42,19.7515,75.7139,13,335
572,2020-04-02,Manipur,0,24.6637,93.9063,0,1
573,2020-04-02,Mizoram,0,23.1645,92.9376,0,1
574,2020-04-02,Odisha,0,20.9517,85.0985,0,4
575,2020-04-02,Puducherry,1,11.9416,79.8083,0,3
576,2020-04-02,Punjab,1,31.1471,75.3412,4,46
577,2020-04-02,Rajasthan,3,27.0238,74.2179,0,108
578,2020-04-02,Tamil Nadu,6,11.1271,78.6569,1,234
579,2020-04-02,Telengana,1,18.1124,79.0193,3,96
580,2020-04-02,Uttar Pradesh,14,26.8467,80.9462,2,113
581,2020-04-02,Uttarakhand,2,30.0668,79.0193,0,7
