,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
826,2020-04-11,Andaman and Nicobar Islands,0,11.7401,92.6586,0,11
827,2020-04-11,Andhra Pradesh,7,15.9129,79.74,6,363
828,2020-04-11,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
829,2020-04-11,Assam,0,26.2006,92.9376,1,29
830,2020-04-11,Bihar,0,25.0961,85.3131,1,60
831,2020-04-11,Chandigarh,7,30.7333,76.7794,0,18
832,2020-04-11,Chhattisgarh,9,21.2787,81.8661,0,18
833,2020-04-11,Delhi,25,28.7041,77.1025,13,903
834,2020-04-11,Goa,1,15.2993,74.124,0,7
835,2020-04-11,Gujarat,31,22.2587,71.1924,19,308
836,2020-04-11,Haryana,29,29.0588,76.0856,3,177
837,2020-04-11,Himachal Pradesh,6,31.1048,77.1734,1,28
838,2020-04-11,Jammu and Kashmir,6,33.7782,76.5762,4,207
839,2020-04-11,Jharkhand,0,23.6102,85.2799,1,14
840,2020-04-11,Karnataka,31,15.3173,75.7139,6,207
841,2020-04-11,Kerala,123,10.8505,76.2711,2,364
842,2020-04-11,Ladakh,10,34.2996,78.2932,0,15
843,2020-04-11,Madhya Pradesh,0,22.9734,78.6569,33,435
844,2020-04-11,Maharashtra,188,19.7515,75.7139,110,1574
845,2020-04-11,Manipur,1,24.6637,93.9063,0,2
846,2020-04-11,Mizoram,0,23.1645,92.9376,0,1
847,2020-04-11,Odisha,2,20.9517,85.0985,1,48
848,2020-04-11,Puducherry,1,11.9416,79.8083,0,5
849,2020-04-11,Punjab,5,31.1471,75.3412,11,132
850,2020-04-11,Rajasthan,21,27.0238,74.2179,3,553
851,2020-04-11,Tamil Nadu,44,11.1271,78.6569,8,911
852,2020-04-11,Telengana,43,18.1124,79.0193,7,473
853,2020-04-11,Tripura,0,23.9408,91.9882,0,1
854,2020-04-11,Uttar Pradesh,32,26.8467,80.9462,4,431
855,2020-04-11,Uttarakhand,5,30.0668,79.0193,0,35
856,2020-04-11,West Bengal,16,22.9868,87.855,5,116
