,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
1047,2020-04-18,Andaman and Nicobar Islands,11,11.7401,92.6586,0,12
1048,2020-04-18,Andhra Pradesh,36,15.9129,79.74,14,572
1049,2020-04-18,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
1050,2020-04-18,Assam,5,26.2006,92.9376,1,35
1051,2020-04-18,Bihar,37,25.0961,85.3131,2,83
1052,2020-04-18,Chandigarh,9,30.7333,76.7794,0,21
1053,2020-04-18,Chhattisgarh,24,21.2787,81.8661,0,36
1054,2020-04-18,Delhi,72,28.7041,77.1025,42,1707
1055,2020-04-18,Goa,6,15.2993,74.124,0,7
1056,2020-04-18,Gujarat,86,22.2587,71.1924,41,1099
1057,2020-04-18,Haryana,43,29.0588,76.0856,3,225
1058,2020-04-18,Himachal Pradesh,16,31.1048,77.1734,1,36
1059,2020-04-18,Jammu and Kashmir,42,33.7782,76.5762,5,328
1060,2020-04-18,Jharkhand,0,23.6102,85.2799,2,33
1061,2020-04-18,Karnataka,89,15.3173,75.7139,13,359
1062,2020-04-18,Kerala,255,10.8505,76.2711,3,396
1063,2020-04-18,Ladakh,14,34.2996,78.2932,0,18
1064,2020-04-18,Madhya Pradesh,69,22.9734,78.6569,69,1310
1065,2020-04-18,Maharashtra,331,19.7515,75.7139,201,3323
1066,2020-04-18,Manipur,1,24.6637,93.9063,0,2
1067,2020-04-18,Meghalaya,0,25.467,91.3662,1,9
1068,2020-04-18,Mizoram,0,23.1645,92.9376,0,1
1069,2020-04-18,Odisha,19,20.9517,85.0985,1,60
1070,2020-04-18,Puducherry,1,11.9416,79.8083,0,7
1071,2020-04-18,Punjab,27,31.1471,75.3412,13,202
1072,2020-04-18,Rajasthan,183,27.0238,74.2179,11,1229
1073,2020-04-18,Tamil Nadu,283,11.1271,78.6569,15,1323
1074,2020-04-18,Telengana,186,18.1124,79.0193,18,766
1075,2020-04-18,Tripura,1,23.9408,91.9882,0,2
1076,2020-04-18,Uttar Pradesh,82,26.8467,80.9462,14,849
1077,2020-04-18,Uttarakhand,9,30.0668,79.0193,0,40
1078,2020-04-18,West Bengal,55,22.9868,87.855,10,287
