,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
733,2020-04-08,Andaman and Nicobar Islands,0,11.7401,92.6586,0,10
734,2020-04-08,Andhra Pradesh,1,15.9129,79.74,4,305
735,2020-04-08,Arunachal Pradesh,0,28.218000000000004,94.7278,0,1
736,2020-04-08,Assam,0,26.2006,92.9376,0,27
737,2020-04-08,Bihar,0,25.0961,85.3131,1,38
738,2020-04-08,Chandigarh,7,30.7333,76.7794,0,18
739,2020-04-08,Chhattisgarh,9,21.2787,81.8661,0,10
740,2020-04-08,Delhi,21,28.7041,77.1025,9,576
741,2020-04-08,Goa,0,15.2993,74.124,0,7
742,2020-04-08,Gujarat,25,22.2587,71.1924,13,165
743,2020-04-08,Haryana,28,29.0588,76.0856,3,147
744,2020-04-08,Himachal Pradesh,2,31.1048,77.1734,1,18
745,2020-04-08,Jammu and Kashmir,4,33.7782,76.5762,2,116
746,2020-04-08,Jharkhand,0,23.6102,85.2799,0,4
747,2020-04-08,Karnataka,25,15.3173,75.7139,4,175
748,2020-04-08,Kerala,70,10.8505,76.2711,2,336
749,2020-04-08,Ladakh,10,34.2996,78.2932,0,14
750,2020-04-08,Madhya Pradesh,0,22.9734,78.6569,13,229
751,2020-04-08,Maharashtra,79,19.7515,75.7139,64,1018
752,2020-04-08,Manipur,0,24.6637,93.9063,0,2
753,2020-04-08,Mizoram,0,23.1645,92.9376,0,1
754,2020-04-08,Odisha,2,20.9517,85.0985,1,42
755,2020-04-08,Puducherry,1,11.9416,79.8083,0,5
756,2020-04-08,Punjab,4,31.1471,75.3412,7,91
757,2020-04-08,Rajasthan,21,27.0238,74.2179,3,328
758,2020-04-08,Tamil Nadu,19,11.1271,78.6569,7,690
759,2020-04-08,Telengana,35,18.1124,79.0193,7,364
760,2020-04-08,Tripura,0,23.9408,91.9882,0,1
761,2020-04-08,Uttar Pradesh,21,26.8467,80.9462,3,326
762,2020-04-08,Uttarakhand,5,30.0668,79.0193,0,31
763,2020-04-08,West Bengal,13,22.9868,87.855,5,99
