,Date,Name of State / UT,Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
84,2020-03-10,Delhi,0,28.7041,77.1025,0,4
85,2020-03-10,Haryana,0,29.0588,76.0856,0,14
86,2020-03-10,Karnataka,0,15.3173,75.7139,0,4
87,2020-03-10,Kerala,3,10.8505,76.2711,0,15
88,2020-03-10,Maharashtra,0,19.7515,75.7139,0,5
89,2020-03-10,Punjab,0,31.1471,75.3412,0,1
90,2020-03-10,Rajasthan,0,27.0238,74.2179,0,1
91,2020-03-10,Tamil Nadu,0,11.1271,78.6569,0,1
92,2020-03-10,Telengana,0,18.1124,79.0193,0,1
93,2020-03-10,Union Territory of Jammu and Kashmir,0,33.7782,76.5762,0,1
94,2020-03-10,Union Territory of Ladakh,0,34.2996,78.2932,0,2
95,2020-03-10,Uttar Pradesh,0,26.8467,80.9462,0,7
